Area,Price,Type,Area
Whitefield,3.30 Cr,4 BHK Villa,2700 sqft
BTS Layout,39.0 Lac,2 BHK 1000 Sq-ft Flat/Apartment for Sale in BTS Layout,875 sqft
MedaHalli,80.0 Lac,3 BHK Builder Floor,1585 sqft
Kaval Byrasandra,53.5 Lac,2 BHK Flat for sale in Kaval Byrasandra,800 sqft
Sahakara Nagar,82.0 Lac,2 BHK Builder Floor,1200 sqft
Bannerghatta Road,69.0 Lac,2 BHK 1405 Sq-ft Flat/Apartment for Sale in Bannerghatta Main Road,1200 sqft
Electronics City Phase 1,78.0 Lac,2 BHK 1404 Sq-ft Flat/Apartment for Sale in Electronics City Phase 1,1404 sqft
Anekal,45.0 Lac,3 BHK Flat for sale in Anekal,950 sqft
Whitefield,95.0 Lac,3 BHK Flat for sale in Whitefield,1450 sqft
Electronics City Phase 1,66.0 Lac,2 BHK 1108 Sq-ft Flat/Apartment for Sale in Electronics City Phase 1,810 sqft
Mysore Road,56.0 Lac,3 BHK Flat for sale in Mysore Road,775 sqft
Thanisandra Main Road,2.0 Cr,3 BHK 2200 Sq-ft Flat/Apartment for Sale in Thanisandra Main Road,2000 sqft
Devanahalli,7.50 Cr,7 BHK Villa,820 sqm
Mysore Road,66.5 Lac,3 BHK 1082 Sq-ft Flat/Apartment for Sale in Mysore Road,990 sqft
JP Nagar Phase 6,1.28 Cr,3 BHK Flat for sale in JP Nagar Phase 6,1407 sqft
Sultan Palya,1.75 Cr,> 10 BHK Residential House,4500 sqft
Yelahanka,65.0 Lac,3 BHK 1075 Sq-ft Flat/Apartment for Sale in Yelahanka,1075 sqft
Doddakannelli,1.50 Cr,3 BHK 1900 Sq-ft Flat/Apartment for Sale in Doddakannelli,1700 sqft
Singasandra,62.0 Lac,3 BHK Builder Floor,1832 sqft
Harlur,55.7 Lac,2 BHK 1175 Sq-ft Flat/Apartment for Sale in Harlur,808 sqft
Bilekahalli,2.50 Cr,4 BHK 2180 Sq-ft Flat/Apartment for Sale in Bilekahalli,2000 sqft
Unknown,1.30 Cr,4 BHK Residential House,2520 sqft
Yelahanka Air Force base,58.0 Lac,2 BHK 1295 Sq-ft Flat/Apartment for Sale in Yelahanka Air Force base,1250 sqft
Unknown,50.0 Lac,2 BHK Builder Floor,950 sqft
Thanisandra,70.0 Lac,2 BHK Flat for sale in Thanisandra,1350 sqft
Hulimavu,45.0 Lac,2 BHK 915 Sq-ft Flat/Apartment for Sale in Hulimavu,800 sqft
Kasture Nagar,77.0 Lac,2 BHK 1200 Sq-ft Flat/Apartment for Sale in Kasture Nagar,1117 sqft
Uttarahalli,1.90 Cr,3 BHK Residential House,1700 sqft
Sai Meadows,47.0 Lac,2 BHK 1125 Sq-ft Flat/Apartment for Sale in Sai Meadows,1050 sqft
Sarjapur,55.0 Lac,3 BHK 1505 Sq-ft Flat/Apartment for Sale in Sarjapur,1505 sqft
Begur,63.0 Lac,3 BHK 1419 Sq-ft Flat/Apartment for Sale in Begur,1135 sqft
Nayak Layout,62.0 Lac,2 BHK 1125 Sq-ft Flat/Apartment for Sale in Nayak Layout,1100 sqft
Vibhutipura,7.0 Cr,4 BHK Residential House - 3200 Sq-ft,2900 sqft
Electronic City,39.5 Lac,2 BHK Flat for sale in Electronic City,1180 sqft
JP Nagar,62.0 Lac,2 BHK 941 Sq-ft Flat/Apartment for Sale in JP Nagar,800 sqft
Kanakapura Road,40.0 Lac,Flat,942 sqft
Whitefield,90.0 Lac,2 BHK Flat for sale in Whitefield,900 sqft
Sarjapur Road,65.0 Lac,3 BHK Flat for sale in Sarjapur Road,1112 sqft
Arakere,2.68 Cr,4 BHK 3012 Sq-ft Flat/Apartment for Sale in Arakere,2100 sqft
Gubbalala,1.40 Cr,3 BHK 2155 Sq-ft Flat/Apartment for Sale in Gubbalala,1800 sqft
Unknown,45.0 Lac,2 BHK Flat,1120 sqft
JP Nagar,65.0 Lac,2 BHK Builder Floor,1200 sqft
Madhava Nagar,8.20 Cr,> 10 BHK Residential House,8180 sqft
Electronics City Phase 1,53.0 Lac,2 BHK 1215 Sq-ft Flat/Apartment for Sale in Electronics City Phase 1,1000 sqft
Unknown,1.95 Cr,6 BHK Residential House,2000 sqft
Hennur Main Road,75.0 Lac,2 BHK Builder Floor,1060 sqft
Begur,40.0 Lac,2 BHK Builder Floor,900 sqft
Doddabele,52.0 Lac,2 BHK 883 Sq-ft Flat/Apartment for Sale in Doddabele,706 sqft
Akshayanagar,1.0 Cr,3 BHK Flat for sale in Akshayanagar,1716 sqft
Kadugodi Colony,1.19 Cr,3 BHK 1852 Sq-ft Flat/Apartment for Sale in Kadugodi Colony,1698 sqft
ECC Road,78.0 Lac,2 BHK 1280 Sq-ft Flat/Apartment for Sale in ECC Road,1150 sqft
Kundalahalli,1.25 Cr,3 BHK 1934 Sq-ft Flat/Apartment for Sale in Kundalahalli,1750 sqft
Unknown,60.0 Lac,2 BHK Builder Floor,1070 sqft
Yelahanka,1.50 Cr,3 BHK Flat for sale in Yelahanka,1400 sqft
Thanisandra,64.0 Lac,2 BHK Flat for sale in Thanisandra,1250 sqft
Hebbal,4.80 Cr,4 BHK 4627 Sq-ft Flat for Sale in Hebbal,4627 sqft
Devanahalli,26.0 Lac,Residential Plot,1200 sqft
JP Nagar Phase 8,91.0 Lac,3 BHK Flat for sale in JP Nagar Phase 8,1430 sqft
Mysore Road,1.04 Cr,3 BHK 1720 Sq-ft Flat/Apartment for Sale in Mysore Road,1720 sqft
Rachenahalli,75.0 Lac,2 BHK Flat for sale in Rachenahalli,1050 sqft
Yelahanka,1.0 Cr,3 BHK 1445 Sq-ft Flat/Apartment for Sale in Yelahanka,1445 sqft
Kalena Agrahara,1.50 Cr,3 BHK 1925 Sq-ft Flat/Apartment for Sale in Kalena Agrahara,1925 sqft
Rajarajeshwari Nagar,65.0 Lac,3 BHK Flat for sale in Rajarajeshwari Nagar,1440 sqft
Somasundarapalya,1.10 Cr,3 BHK Flat for sale in Somasundarapalya,1733 sqft
Hennur Main Road,91.0 Lac,2 BHK Flat for sale in Hennur Main Road,1232 sqft
Unknown,42.0 Lac,2 BHK Flat,814 sqft
Sarjapur-Attibele Road,43.0 Lac,2 BHK 1270 Sq-ft Flat/Apartment for Sale in Sarjapur-Attibele Road,1270 sqft
Mysore Road,62.0 Lac,3 BHK 1080 Sq-ft Flat/Apartment for Sale in Mysore Road,1080 sqft
Unknown,59.0 Lac,Residential Plot,1590 sqft
Haralur Road,2.0 Cr,3 BHK Flat for sale in Haralur Road,2060 sqft
Singasandra,55.0 Lac,2 BHK 1374 Sq-ft Flat/Apartment for Sale in Singasandra,1374 sqft
Yeshwantpur,1.83 Cr,3 BHK Flat for sale in Yeshwantpur,1086 sqft
Shashadripuram,1.60 Cr,3 BHK Builder Floor,2010 sqft
Hadosiddapura,45.0 Lac,2 BHK Flat for sale in Hadosiddapura,907 sqft
Raghavendra Layout,92.0 Lac,3 BHK 1816 Sq-ft Flat/Apartment for Sale in Raghavendra Layout,1816 sqft
Kereguddadahalli,45.0 Lac,3 BHK 1100 Sq-ft Flat/Apartment for Sale in Kereguddadahalli,1050 sqft
Shanthi Pura,42.0 Lac,2 BHK Flat for sale in Shanthi Pura,875 sqft
Rajaji Nagar,99.0 Lac,2 BHK Flat for sale in Rajaji Nagar,1050 sqft
Unknown,32.0 Lac,Residential Plot,1200 sqft
Sarjapur-Attibele Road,36.0 Lac,2 BHK Flat for sale in Sarjapur-Attibele Road,650 sqft
JP Nagar,1.22 Cr,3 BHK 1650 Sq-ft Flat/Apartment for Sale in JP Nagar,1650 sqft
Whitefield,77.0 Lac,2 BHK Flat for sale in Whitefield,1250 sqft
Bannerghatta,62.0 Lac,3 BHK Flat for sale in Bannerghatta,1610 sqft
Subramanyapura,55.0 Lac,2 BHK Builder Floor,1275 sqft
Jigani,36.0 Lac,Residential Plot,2400 sqft
Electronic City Phase 2,44.0 Lac,2 BHK 910 Sq-ft Flat/Apartment for Sale in Electronic City Phase 2,775 sqft
Electronic City,52.0 Lac,2 BHK Flat for sale in Electronic City,920 sqft
Binnypete,1.55 Cr,3 BHK Flat for sale in Binnypete,1014 sqft
Green Glen Layout,84.6 Lac,3 BHK Builder Floor,1692 sqft
Bilekahalli,80.0 Lac,2 BHK Builder Floor,942 sqft
Akshayanagar,48.0 Lac,2 BHK 1218 Sq-ft Flat/Apartment for Sale in Akshayanagar,1218 sqft
Unknown,1.30 Cr,3 BHK Residential House,1200 sqft
Maragondanahalli,60.0 Lac,2 BHK Flat for sale in Maragondanahalli,1199 sqft
Bommanahalli,76.0 Lac,2 BHK Flat for sale in Bommanahalli,1334 sqft
Kadugodi,80.0 Lac,3 BHK Flat for sale in Kadugodi,1865 sqft
HBR Layout,65.0 Lac,2 BHK Flat for sale in HBR Layout,1293 sqft
Sadaramanagala,1.50 Cr,3 BHK Residential House,3315 sqft
Yelahanka,65.0 Lac,2 BHK 1304 Sq-ft Flat/Apartment for Sale in Yelahanka,980 sqft
Hosa Road,1.60 Cr,3 BHK Flat for sale in Hosa Road,1500 sqft
Electronic City,42.7 Lac,2 BHK Flat for sale in Electronic City,950 sqft
Hennur Main Road,1.10 Cr,3 BHK Flat for sale in Hennur Main Road,1445 sqft
Bannerghatta Road,1.20 Cr,3 BHK Flat for sale in Bannerghatta Main Road,1733 sqft
Jalahalli,74.0 Lac,3 BHK Flat for sale in Jalahalli,1308 sqft
Majestic,1.75 Cr,3 BHK 1904 Sq-ft Flat/Apartment for Sale in Majestic,1904 sqft
Binnypete,3.05 Cr,3 BHK Flat for sale in Binnypete,2393 sqft
Kengeri,85.0 Lac,2 BHK Flat for sale in Kengeri,1050 sqft
Sarjapur-Attibele Road,35.1 Lac,2 BHK Flat for sale in Sarjapur-Attibele Road,1000 sqft
Kanakapura Road,68.5 Lac,2 BHK Flat for sale in Kanakapura Road,1339 sqft
Budigere,64.0 Lac,3 BHK Flat for sale in Budigere,980 sqft
Konanakunte,85.0 Lac,2 BHK Flat for sale in Konanakunte,1025 sqft
Binnypete,1.75 Cr,3 BHK Flat for sale in Binnypete,1516 sqft
Devanahalli-Kolar Road,60.0 Lac,Residential Plot,5600 sqft
K R Puram,55.0 Lac,2 BHK 1002 Sq-ft Flat/Apartment for Sale in K R Puram,1002 sqft
Whitefield,83.6 Lac,2 BHK Flat for sale in HopeFarm,911 sqft
Begur Road,53.0 Lac,2 BHK Flat for sale in Begur Road,1060 sqft
Dasarahalli,65.0 Lac,2 BHK 1270 Sq-ft Flat/Apartment for Sale in Dasarahalli,1200 sqft
Whitefield,77.0 Lac,2 BHK Flat for sale in Whitefield,1370 sqft
Horamavu,52.0 Lac,2 BHK Flat for sale in Horamavu,900 sqft
Bannerghatta,1.65 Cr,4 BHK Residential House,2400 sqft
Ideal Homes Township,83.0 Lac,3 BHK Builder Floor,1475 sqft
Jalahalli,2.0 Cr,3 BHK Villa,3200 sqft
Malleshpalya,59.0 Lac,2 BHK Flat for sale in Malleshpalya,1129 sqft
Old Madras Road,75.0 Lac,3 BHK Flat for sale in Old Madras Road,1300 sqft
Rajaji Nagar,1.04 Cr,2 BHK Flat for sale in Rajaji Nagar,1170 sqft
Thubarahalli,1.15 Cr,3 BHK Flat for sale in Thubarahalli,1545 sqft
Hadosiddapura,40.0 Lac,2 BHK Flat for sale in Hadosiddapura,900 sqft
JP Nagar,93.0 Lac,3 BHK Flat for sale in JP Nagar,1995 sqft
Bannerghatta Road,1.20 Cr,3 BHK Flat for sale in Bannerghatta Main Road,1350 sqft
Thambuchetty Palya,50.0 Lac,2 BHK Flat for sale in Thambuchetty Palya,880 sqft
JP Nagar Phase 8,82.0 Lac,2 BHK Flat for sale in JP Nagar Phase 8,1150 sqft
Anekal,13.9 Lac,Residential Plot,1500 sqft
Nobo Nagar,97.0 Lac,3 BHK Flat for sale in Nobo Nagar,1580 sqft
Hosa Road,1.15 Cr,3 BHK Flat for sale in Hosa Road,1543 sqft
Yelahanka,89.0 Lac,3 BHK Builder Floor,1980 sqft
Gottigere,70.0 Lac,3 BHK Flat for sale in Gottigere,1100 sqft
Unknown,53.0 Lac,2 BHK Flat,923 sqft
Nagavarapalya,75.0 Lac,3 BHK Flat for sale in Nagavarapalya,1207 sqft
Electronic City Phase 2,55.0 Lac,3 BHK Flat for sale in Electronic City Phase 2,1300 sqft
Jigani,50.0 Lac,3 BHK Flat for sale in Jigani,1240 sqft
KHB Layout,86.3 Lac,Residential Plot,1500 sqft
JP Nagar,1.0 Cr,3 BHK Flat for sale in JP Nagar,1200 sqft
Chandapura,80.0 Lac,3 BHK Residential House - 1530 Sq-ft,1530 sqft
Bhoganhalli,36.0 Lac,1 BHK Flat for sale in Bhoganhalli,630 sqft
Kodathi,65.0 Lac,2 BHK Flat for sale in Kodathi,870 sqft
Vidyaranyapura,70.0 Lac,3 BHK 1437 Sq-ft Flat/Apartment for Sale in Vidyaranyapura,1437 sqft
Devanahalli,4.65 Cr,4 BHK Villa,4100 sqft
Hesaraghatta Main Road,1.50 Cr,4 BHK Villa,1500 sqft
Kasavanahalli,89.0 Lac,3 BHK Flat for sale in Kasavanahalli,1646 sqft
Sarjapur-Attibele Road,34.0 Lac,2 BHK Flat for sale in Sarjapur-Attibele Road,700 sqft
Sarjapur,24.0 Lac,Residential Plot,1453 sqft
Jakkur,1.50 Cr,3 BHK Flat for sale in Jakkur,1924 sqft
Dooravani Nagar,1.20 Cr,3 BHK 1600 Sq-ft Flat/Apartment for Sale in Dooravani Nagar,1600 sqft
Hennur Main Road,1.60 Cr,3 BHK Flat for sale in Mantri Webcity,2240 sqft
Marasandra,35.0 Lac,2 BHK 845 Sq-ft Flat/Apartment for Sale in Marasandra,845 sqft
Hennur Main Road,2.10 Cr,3 BHK Villa,2651 sqft
Hosa Road,65.0 Lac,Residential Plot,1500 sqft
Hennur,90.0 Lac,3 BHK Builder Floor,1350 sqft
Doddathoguru,42.0 Lac,2 BHK 1073 Sq-ft Flat/Apartment for Sale in Doddathoguru,1073 sqft
Bandapura,70.0 Lac,4 BHK Residential House,1100 sqft
Sarjapur Road,3.75 Cr,4 BHK Penthouse,3500 sqft
Arakere,85.0 Lac,3 BHK Flat for sale in Arakere,1500 sqft
Vinayaka Nagar-JP nagar Phase 5,55.0 Lac,2 BHK Flat for sale in Vinayaka Nagar-JP nagar Phase 5,1164 sqft
Kumaraswamy Layout,70.0 Lac,3 BHK Builder Floor,1175 sqft
Rajarajeshwari Nagar,52.0 Lac,3 BHK 1400 Sq-ft Flat/Apartment for Sale in Rajarajeshwari Nagar,1250 sqft
IEHCS Layout,68.0 Lac,3 BHK 1330 Sq-ft Flat/Apartment for Sale in IEHCS Layout,1150 sqft
Yelahanka New Town,72.0 Lac,3 BHK 1369 Sq-ft Flat/Apartment for Sale in Yelahanka New Town,1250 sqft
Whitefield,2.25 Cr,4 BHK Villa,3450 sqft
Bommanahalli,50.0 Lac,2 BHK Flat for sale in Bommanahalli,1050 bigha
Electronic City,58.7 Lac,3 BHK Flat for sale in Electronic City,1200 sqft
Chikkalasandra,60.0 Lac,2 BHK 1160 Sq-ft Flat/Apartment for Sale in Chikkalasandra,1000 sqft
Whitefield,59.0 Lac,2 BHK Flat for sale in Whitefield,1100 sqft
Chikkalasandra,80.0 Lac,3 BHK Builder Floor,1650 sqft
Thanisandra Main Road,92.0 Lac,3 BHK Flat for sale in Thanisandra Main Road,1296 sqft
Seegehalli-Kalyan Nagar,87.0 Lac,3 BHK 2500 Sq-ft Flat/Apartment for Sale in Seegehalli-Kalyan Nagar,1755 sqft
Shakthi Ganapathi Nagar,1.30 Cr,3 BHK 1600 Sq-ft Flat/Apartment for Sale in Shakthi Ganapathi Nagar,1350 sqft
Old Madras Road,2.50 Cr,4 BHK Flat for sale in Old Madras Road,3800 sqft
Lingarajapuram,42.5 Lac,2 BHK 850 Sq-ft Flat/Apartment for Sale in Lingarajapuram,850 sqft
Gottigere,79.0 Lac,3 BHK Flat for sale in Gottigere,1700 sqft
JP Nagar,68.0 Lac,2 BHK Flat for sale in JP Nagar,1000 sqft
Koramangala,1.20 Cr,2 BHK Builder Floor,1300 sqft
Bilekahalli,45.0 Lac,2 BHK Flat for sale in Bilekahalli,900 sqft
Bannerghatta Road,82.0 Lac,3 BHK Builder Floor,1375 sqft
Sarjapur Road,45.0 Lac,3 BHK Flat/Apartment for Sale in Sarjapur Road,1350 sqft
Yelahanka,1.40 Cr,2 BHK Flat for sale in Yelahanka,1031 sqft
Kanakapura Road,55.0 Lac,3 BHK Flat for sale in Kanakapura Road,1100 sqft
Ramamurthy Nagar,1.40 Cr,3 BHK Builder Floor,2100 sqft
JP Nagar Phase 5,61.0 Lac,2 BHK 1070 Sq-ft Flat/Apartment for Sale in JP Nagar Phase 5,1070 sqft
Thanisandra Main Road,1.45 Cr,3 BHK Flat for sale in Thanisandra Main Road,1590 sqft
Horamavu,55.0 Lac,2 BHK Flat for sale in Horamavu,1050 sqft
Thambuchetty Palya,64.0 Lac,3 BHK Builder Floor,1410 sqft
Electronic City,40.0 Lac,3 BHK Flat for sale in Electronic City,900 sqft
Tumkur Road,1.05 Cr,3 BHK Flat for sale in Tumkur Road,1350 sqft
Bannerghatta Road,69.5 Lac,3 BHK Flat for sale in Bannerghatta Main Road,1300 sqft
Mathikere,1.20 Cr,2 BHK Residential House,1200 sqft
Whitefield,48.6 Lac,2 BHK 1185 Sq-ft Flat for Sale in Whitefield,890 sqft
Balagere,83.0 Lac,2 BHK 1205 Sq-ft Flat/Apartment for Sale in Balagere,1205 sqft
Bannerghatta Road,1.28 Cr,Residential Plot,6400 sqft
Frazer Town,4.62 Cr,4 BHK Residential House,2801 sqft
AECS Layout,69.0 Lac,2 BHK Builder Floor,1150 sqft
Hoskote,22.5 Lac,Residential Plot,1500 sqft
Bannerghatta,1.44 Cr,3 BHK Flat,1885 sqft
Sanjay Nagar,1.11 Cr,4 BHK Builder Floor,1758 sqft
Attibele,69.0 Lac,3 BHK Villa,1716 sqft
lake City,43.0 Lac,2 BHK 990 Sq-ft Flat/Apartment for Sale in lake City,990 sqft
Devarabeesana Halli,1.25 Cr,3 BHK Flat for sale in Devarabeesana Halli,1850 sqft
NRI Layout,1.53 Cr,6 BHK Villa,1625 sqft
Jigani,19.8 Lac,Residential Plot,1200 sqft
Electronic City,85.0 Lac,2 BHK Flat for sale in Electronic City,1108 sqft
Kengeri,90.0 Lac,Residential Plot,2400 sqft
JP Nagar Phase 8,62.0 Lac,2 BHK Flat for sale in JP Nagar Phase 8,1120 sqft
RT Nagar,1.10 Cr,3 BHK Flat for sale in RT Nagar,1858 sqft
Whitefield,82.0 Lac,2 BHK Flat for sale in Whitefield,1352 sqft
Electronics City Phase 1,55.0 Lac,3 BHK Flat for sale in Electronics City Phase 1,1159 sqft
Dollars Layout,60.0 Lac,2 BHK Flat for sale in Dollars Layout,800 sqft
Devasthanagalu,57.0 Lac,1 BHK Flat for sale in Devasthanagalu,600 sqft
NelaMangala,25.0 Lac,Residential Plot,1500 sqft
Attur Layout,88.0 Lac,3 BHK Flat for sale in Attur Layout,1730 sqft
Horamavu,37.0 Lac,2 BHK 1050 Sq-ft Flat for Sale in Horamavu,1050 sqft
JP Nagar,75.0 Lac,2 BHK Flat for sale in JP Nagar,950 sqft
Bellandur,81.0 Lac,3 BHK Flat for sale in Bellandur,1280 sqft
Horamavu,75.0 Lac,3 BHK Flat for sale in Nandanam Layout,1450 sqft
Uttarahalli,66.0 Lac,3 BHK Flat for sale in Uttarahalli,1020 sqft
Sarjapur Road,1.20 Cr,3 BHK Flat for sale in Sarjapur Road,1700 sqft
Hebbal,1.30 Cr,3 BHK 1320 Sq-ft Flat,934 sqft
Hennur,90.0 Lac,2 BHK Flat for sale in Hennur,1400 sqft
Domlur,1.45 Cr,2 BHK Flat for sale in Domlur,1450 sqft
Banashankari Stage 3,65.0 Lac,3 BHK 1250 Sq-ft Flat/Apartment for Sale in Banashankari Stage 3,1250 sqft
Telecom Layout-Jakkur,1.03 Cr,3 BHK Flat for sale in Telecom Layout-Jakkur,1450 sqft
Sarjapur Road,5.28 Cr,5 BHK Villa,5400 sqft
Yelenahalli,1.28 Cr,3 BHK Flat for sale in Yelenahalli,1830 sqft
Whitefield,75.0 Lac,3 BHK Flat for sale in Whitefield,1501 sqft
Bommanahalli,70.0 Lac,3 BHK Flat for sale in Bommanahalli,1800 sqft
Hennur,1.65 Cr,3 BHK Flat for sale in Hennur,1518 sqft
Jarganahalli,2.0 Cr,3 BHK Flat for sale in Jarganahalli,1715 sqft
Basavanapura-KR Puram,78.0 Lac,3 BHK Flat for sale in Basavanapura-KR Puram,1260 sqft
JP Nagar,56.0 Lac,2 BHK Flat for sale in JP Nagar,150 sqft
Hennur,63.0 Lac,2 BHK Builder Floor,1101 sqft
Marathahalli,88.0 Lac,3 BHK Flat for sale in Marathahalli,1160 sqft
Brooke Field,75.0 Lac,3 BHK Flat for sale in Green Domain Layout,1675 sqft
Yelahanka Dodda Ballapur Road,39.4 Lac,3 BHK Flat for sale in Yelahanka Dodda Ballapur Road,1180 sqft
Nobo Nagar,36.0 Lac,2 BHK 1180 Sq-ft Flat/Apartment for Sale in Nobo Nagar,944 sqft
Celebrity Paradise Layout,40.0 Lac,2 BHK Builder Floor,950 sqft
JP Nagar Phase 1,68.0 Lac,2 BHK Flat for sale in JP Nagar Phase 1,1000 sqft
Konanakunte,79.0 Lac,3 BHK Flat for sale in Konanakunte,980 sqft
BCC Layout,55.0 Lac,2 BHK 900 Sq-ft Flat/Apartment for Sale in BCC Layout,900 sqft
Hoskote,26.0 Lac,Residential Plot,1200 sqft
Kothanur,99.0 Lac,2 BHK Flat for sale in Kothanur,1293 sqft
Varthur,53.4 Lac,2 BHK Flat for sale in Varthur,1133 sqft
Seva Nagar,1.60 Cr,Residential Plot,1600 sqft
Sarjapur Road,1.45 Cr,3 BHK Flat for sale in Sarjapur Road,1709 sqft
Sarjapur,54.0 Lac,3 BHK Flat for sale in Sarjapur,1535 sqft
Mahalakshmipuram Layout,1.71 Cr,3 BHK 1865 Sq-ft Flat/Apartment for Sale in Mahalakshmipuram Layout,1865 sqft
HSR Layout,75.0 Lac,2 BHK Flat,1000 sqft
Hennur Main Road,60.0 Lac,2 BHK Flat for sale in Hennur Main Road,950 sqft
Whitefield,70.0 Lac,1 BHK Builder Floor,1000 sqft
Electronic City Phase 2,48.5 Lac,3 BHK Builder Floor,1000 sqft
Hosur Road,45.0 Lac,2 BHK Flat for sale in Hosur Road,1000 sqft
Hosakerehalli,2.32 Cr,3 BHK 2376 Sq-ft Flat for Sale in Hosakerehalli,1782 sqft
Hosa Halli,51.2 Lac,2 BHK 1098 Sq-ft Flat,732 sqft
Hoodi Circle,1.0 Cr,2 BHK 1430 Sq-ft Flat,937 sqft
Jigani,23.0 Lac,Residential Plot,2000 sqft
Kundalahalli,75.0 Lac,3 BHK Flat for sale in Kundalahalli,1132 sqft
Banashankari,1.10 Cr,2 BHK Flat for sale in Banashankari,1150 sqft
Horamavu,69.0 Lac,3 BHK Builder Floor,1460 sqft
Akshya Nagar,1.35 Cr,4 BHK Residential House,1200 sqft
HSR Layout,95.0 Lac,2 BHK Flat for sale in HSR Layout,1285 sqft
Kalkere,1.13 Cr,4 BHK Villa,2800 sqft
Canara bank Layout,64.5 Lac,2 BHK Flat for sale in Canara bank Layout,1170 sqft
Haralur Road,1.0 Cr,3 BHK Flat for sale in KUDLU VILLAGE,1228 sqft
Hoysala nagar,90.0 Lac,2 BHK Flat for sale in Hoysala nagar,1222 sqft
Battarahalli,1.10 Cr,3 BHK Flat for sale in Battarahalli,1398 sqft
Hoskote,23.3 Lac,Residential Plot,1165 sqft
Devanahalli,64.0 Lac,2 BHK Flat for sale in Devanahalli,1174 sqft
Anekal,26.5 Lac,2 BHK Flat for sale in Anekal,614 sqft
New International Airport Road,60.0 Lac,Residential Plot,2400 sqft
Unknown,70.0 Lac,2 BHK Flat,1000 sqft
Narasapura,12.0 Lac,Residential Plot,1200 sqft
Marathahalli-Sarjapur Outer Ring Road,74.0 Lac,2 BHK 1357 Sq-ft Flat/Apartment for Sale in Marathahalli-Sarjapur Outer Ring Road,1357 sqft
Uttarahalli Main Road,45.0 Lac,2 BHK Flat for sale in Uttarahalli Main Road,1180 sqft
Yemalur,67.0 Lac,2 BHK Flat for sale in Yemalur,1195 sqft
Konena Agrahara-Murugeshpalya,60.0 Lac,2 BHK 1046 Sq-ft Flat/Apartment for Sale in Konena Agrahara-Murugeshpalya,1046 sqft
Whitefield,74.0 Lac,2 BHK Flat for sale in Whitefield,1050 sqft
Whitefield,72.0 Lac,3 BHK Flat for sale in Whitefield,994 sqft
Padmanabha nagar,3.25 Cr,5 BHK Residential House,1480 sqft
Kirloskar Layout,2.30 Cr,3 BHK Residential House,2500 sqft
Thanisandra,53.0 Lac,2 BHK 1013 Sq-ft Flat/Apartment for Sale in Thanisandra,983 sqft
Rajarajeshwari Nagar Stage 4,49.5 Lac,2 BHK 1055 Sq-ft Flat/Apartment for Sale in Rajarajeshwari Nagar Stage 4,1000 sqft
Kalkere,49.0 Lac,2 BHK 1060 Sq-ft Flat/Apartment for Sale in Kalkere,1000 sqft
Srirampura,52.5 Lac,2 BHK Builder Floor,2000 sqft
Mysore Road,40.0 Lac,2 BHK Flat for sale in Mysore Road,700 sqft
Bommanahalli,50.0 Lac,3 BHK Builder Floor,1235 sqft
RMV Extension Stage 2,1.50 Cr,3 BHK Builder Floor,1700 sqft
Sarjapur Road,85.0 Lac,3 BHK Flat for sale in Sarjapur Road,1350 sqft
Borewell Road,54.0 Lac,2 BHK 1120 Sq-ft Flat/Apartment for Sale in Borewell Road,900 sqft
N S Palya,75.0 Lac,2 BHK Builder Floor,997 sqft
Yelahanka,76.5 Lac,3 BHK Flat for sale in Yelahanka,1590 sqft
Bettadasanapura,85.0 Lac,7 BHK Residential House,800 sqft
Unknown,66.0 Lac,Residential Plot,1600 sqft
Hosur Road,77.5 Lac,Residential Plot,360 sqm
Yemalur,1.04 Cr,3 BHK Flat for sale in Yemalur,988 sqft
Uttarahalli,61.0 Lac,3 BHK Flat for sale in Uttarahalli,1535 sqft
Electronic City,80.0 Lac,2 BHK Villa,1250 sqft
HBR Layout,75.0 Lac,3 BHK Flat for sale in HBR Layout,1350 sqft
Haralur,85.0 Lac,3 BHK Flat for sale in Haralur,1350 sqft
Bannerghatta-Jigani Road,50.0 Lac,Residential Plot,2400 sqft
Old Airport Road,59.0 Lac,2 BHK Flat for sale in Old Airport Road,1325 sqft
Kadugodi,75.0 Lac,1 BHK Residential House,1150 sqft
Whitefield,50.0 Lac,2 BHK Flat for sale in Whitefield,714 sqft
Doddanekundi,98.0 Lac,2 BHK Flat for sale in Doddanekundi,1054 sqft
MS Palya,47.0 Lac,2 BHK 975 Sq-ft Flat/Apartment for Sale in MS Palya,800 sqft
Peenya Industrial Area,44.0 Lac,2 BHK Flat for sale in Peenya Industrial Area,966 sqft
ECC Road,95.0 Lac,3 BHK 1725 Sq-ft Flat/Apartment for Sale in ECC Road,1450 sqft
Electronic City,57.9 Lac,3 BHK Builder Floor,1300 sqft
Sahakara Nagar,52.0 Lac,2 BHK Flat for sale in Sahakara Nagar,750 sqft
Devanahalli,37.5 Lac,Residential Plot,1500 sqft
Lal Bahadur Shastri Nagar- Garkamantapalya,1.20 Cr,3 BHK Flat for sale in Lal Bahadur Shastri Nagar- Garkamantapalya,2050 sqft
Tumkur Road,47.0 Lac,3 BHK Flat for sale in Tumkur Road,1000 sqft
Banaswadi,70.0 Lac,3 BHK Flat for sale in Banaswadi,1350 sqft
Kadugodi,63.0 Lac,2 BHK Flat for sale in Kadugodi,1100 sqft
Horamavu,47.0 Lac,2 BHK Flat for sale in Horamavu,1075 sqft
