Area,Price,Type,Area
Jakkur,80.0 Lac,3 BHK 1755 Sq-ft Flat/Apartment for Sale in Jakkur,1490 sqft
Thambuchetty Palya,1.02 Cr,3 BHK Flat for sale in Thambuchetty Palya,1869 sqft
Kundalahalli,63.0 Lac,2 BHK Builder Floor,1280 sqft
Lakshmipura,63.0 Lac,Residential Plot,1420 sqft
Medaralli,1.25 Cr,2 BHK Residential House,1800 sqft
Jigani,18.0 Lac,Residential Plot,1200 sqft
Kanakapura Road,78.0 Lac,3 BHK Flat for sale in Kanakapura Road,1250 sqft
Kanakapura Road,85.0 Lac,3 BHK Flat for sale in Kanakapura Road,1100 sqft
Yeshwantpur,99.8 Lac,3 BHK 1380 Sq-ft Flat/Apartment for Sale in Yeshwantpur,1250 sqft
Jalahalli Cross,50.0 Lac,1 BHK Residential House,650 sqft
Mysore Road,44.0 Lac,2 BHK Flat for sale in Mysore Road,675 sqft
Attibele,42.0 Lac,Residential Plot,1500 sqft
Subramanyapura,70.0 Lac,2 BHK Flat for sale in Subramanyapura,1313 sqft
Gottigere,2.50 Cr,> 10 BHK Residential House,3400 sqft
Nagavarapalya,1.10 Cr,3 BHK Flat for sale in Nagavarapalya,1650 sqft
Nagavarapalya,2.0 Cr,3 BHK Builder Floor,2200 sqft
Nagashetty Halli,82.0 Lac,3 BHK 1425 Sq-ft Flat/Apartment for Sale in Nagashetty Halli,600 sqft
JC Nagar,2.0 Cr,7 BHK Residential House,3300 sqft
Tavarekere,33.0 Lac,Residential Plot,1200 sqft
Begur Road,82.5 Lac,2 BHK Flat for sale in Koppa Begur Road,974 sqft
Devanahalli,46.0 Lac,1 BHK Flat for sale in Devanahalli,720 sqft
Gunjur,70.0 Lac,Residential Plot,1884 sqft
Marathahalli,95.0 Lac,3 BHK Flat for sale in Marathahalli,1600 sqft
Unknown,95.0 Lac,3 BHK Residential House,1100 sqft
Hoskote,17.0 Lac,Residential Plot,1200 sqft
Arakere,1.70 Cr,3 BHK Flat for sale in Arakere,1470 sqft
Shivaji Nagar,1.59 Cr,8 BHK Residential House,1010 sqft
Sarjapur Road,56.0 Lac,Residential Plot,900 sqft
Begur Road,53.0 Lac,2 BHK 1036 Sq-ft Flat/Apartment for Sale in Begur Road,950 sqft
Anekal,18.0 Lac,Residential Plot,1500 sqft
Hosur Road,60.0 Lac,Residential Plot,3100 sqft
Electronic City,43.0 Lac,Residential Plot,1700 sqft
Mysore Road,44.0 Lac,2 BHK Flat for sale in Mysore Road,883 sqft
Whitefield,92.0 Lac,2 BHK Flat for sale in Whitefield,1314 sqft
Jigani,35.0 Lac,2 BHK Flat for sale in Jigani,939 sqft
Whitefield,1.02 Cr,3 BHK Flat for sale in Whitefield,1496 sqft
Electronics City Phase 1,75.0 Lac,2 BHK Flat for sale in Electronics City Phase 1,1342 sqft
Devanahalli,24.0 Lac,Residential Plot,1200 sqft
Jigani,20.0 Lac,Residential Plot,1235 sqft
Whitefield,1.45 Cr,3 BHK Flat for sale in Whitefield,1830 sqft
Whitefield,62.0 Lac,1 BHK Flat for sale in Whitefield,905 sqft
Attibele,60.0 Lac,Residential Plot,2400 sqft
Jigani,60.0 Lac,Residential Plot,3272 sqft
Kanakapura Road,1.22 Cr,3 BHK Flat for sale in Kanakapura Road,1216 sqft
NelaMangala,62.0 Lac,Residential Plot,3000 sqyrd
Makali,1.60 Cr,6 BHK Residential House,4500 sqft
Banaswadi,1.78 Cr,4 BHK Residential House,2500 sqft
Thambu Chetty Palya,76.0 Lac,2 BHK Residential House - 1000 Sq-ft,950 sqft
Bilekahalli,6.38 Cr,Residential Plot,6380 sqft
Avalahalli,39.0 Lac,2 BHK 1050 Sq-ft Flat/Apartment for Sale in Avalahalli,925 sqft
Yelahanka New Town,1.90 Cr,4 BHK Villa,3390 sqft
Thanisandra Main Road,37.0 Lac,1 BHK 678 Sq-ft Flat,542 sqft
HBR Layout Block 4,67.0 Lac,2 BHK Builder Floor,890 sqft
Kanakapura Road,1.25 Cr,3 BHK 1703 Sq-ft Flat,1277 sqft
Harlur,75.7 Lac,2 BHK 1359 Sq-ft Flat,956 sqft
Old Madras Road,47.6 Lac,2 BHK 1206 Sq-ft Flat for Sale in Bhattarahalli,880 sqft
Yelahanka,2.20 Cr,4 BHK Villa,2100 sqft
ITI Layout,1.43 Cr,3 BHK 2600 Sq-ft Flat for Sale in ITI Layout,2300 sqft
Sarjapur Road,68.0 Lac,2 BHK 1050 Sq-ft Flat,978 sqft
Rajaji Nagar,1.35 Cr,2 BHK 1267 Sq-ft Flat for Sale in Rajaji Nagar,1014 sqft
Adarsh Palm Retreat,4.40 Cr,Residential Plot,4000 sqft
Alahalli,42.8 Lac,2 BHK 1020 Sq-ft Flat for Sale in Alahalli,816 sqft
Arehalli,63.0 Lac,3 BHK 1386 Sq-ft Flat for Sale in Arehalli,1200 sqft
Thambu Chetty Palya,70.0 Lac,2 BHK Residential House - 1200 Sq-ft,1200 sqft
Sarjapur Road,92.5 Lac,2 BHK 1346 Sq-ft Flat,1009 sqft
Hosa Road,33.2 Lac,1 BHK 587 Sq-ft Flat for Sale in Hosa Road,587 sqft
Hoodi,54.8 Lac,2 BHK 1225 Sq-ft Flat for Sale in Kodigehalli main road,990 sqft
Basaveshvara Nagar,1.05 Cr,3 BHK 1510 Sq-ft Flat for Sale in Basaveshvara Nagar,1250 sqft
Kaggadasapura,62.0 Lac,2 BHK Builder Floor,1070 sqft
Malleshwaram,2.60 Cr,3 BHK 2200 Sq-ft Flat,2200 sqft
Mathikere,1.50 Cr,3 BHK 1750 Sq-ft Flat for Sale in Mathikere,1650 sqft
Rajarajeshwari Nagar,1.25 Cr,3 BHK Residential House - 1800 Sq-ft,1400 sqft
Sarjapur Road,1.05 Cr,3 BHK 1690 Sq-ft Flat,1500 sqft
Rajaji Nagar,3.25 Cr,3 BHK 2390 Sq-ft Flat,2000 sqft
Begur Road,55.0 Lac,3 BHK Flat for sale in Begur Road,950 sqft
Ramamurthy Nagar,90.0 Lac,3 BHK Residential House,1100 sqft
Begur Road,56.5 Lac,3 BHK Flat for sale in Akshaya Nagar,1450 sqft
Arakere,1.03 Cr,3 BHK 1440 Sq-ft Flat,1200 sqft
Domlur,75.0 Lac,2 BHK Flat/Apartment for Sale in Domlur,1012 sqft
Vidyaranyapura,55.0 Lac,2 BHK 1135 Sq-ft Flat/Apartment for Sale in Vidyaranyapura,1105 sqft
Arakere,1.64 Cr,3 BHK 2050 Sq-ft Flat/Apartment for Sale in Arakere,2000 sqft
VISL layout,90.0 Lac,3 BHK Residential House,2200 sqft
Thambuchetty Palya,48.0 Lac,2 BHK Villa,800 sqft
Hebbal,2.90 Cr,4 BHK Flat for sale in Hebbal,3634 sqft
Haralur Road,1.10 Cr,3 BHK Flat for sale in Haralur Road,1817 sqft
Electronic City Phase 2,16.0 Lac,2 BHK Flat for sale in Electronic City Phase 2,550 sqft
Hoodi Circle,82.0 Lac,3 BHK Flat for sale in Hoodi Circle,1773 sqft
Varthur,81.4 Lac,3 BHK Flat for sale in Varthur,1500 sqft
Electronic City,88.0 Lac,2 BHK Flat for sale in Electronic City,1374 sqft
Begur Road,58.5 Lac,3 BHK Flat for sale in Begur Road,1160 sqft
Unknown,48.0 Lac,2 BHK Builder Floor,1148 sqft
Sahakara Nagar,2.81 Cr,6 BHK Residential House,4200 sqft
Ganga Nagar,67.0 Lac,2 BHK Flat for sale in Ganga Nagar,1250 sqft
Jaya Nagar Block 9,3.0 Cr,7 BHK Residential House,3400 sqft
Singasandra,48.0 Lac,2 BHK Flat for sale in Singasandra,1148 sqft
Bannerghatta Road,68.0 Lac,2 BHK Flat for sale in Bannerghatta Main Road,950 sqft
Rachenahalli,1.50 Cr,3 BHK Builder Floor,2470 sqft
Ashta Laxmi Layout,75.0 Lac,3 BHK 1500 Sq-ft Flat/Apartment for Sale in Ashta Laxmi Layout,1400 sqft
B Narayanapura,1.05 Cr,3 BHK Residential House,1300 sqft
Thyagaraja Nagar,80.0 Lac,3 BHK Flat for sale in Thyagaraja Nagar,850 sqft
Chennammana Kere,55.0 Lac,2 BHK Builder Floor,1095 sqft
Kammasandra,36.0 Lac,2 BHK Builder Floor,1026 sqft
Kaggadasapura,60.0 Lac,3 BHK Flat for sale in Kaggadasapura,1500 sqft
Haralur Road,1.10 Cr,3 BHK 1462 Sq-ft Flat/Apartment for Sale in Haralur Road,1462 sqft
Unknown,2.0 Cr,4 BHK Residential House,1500 sqft
HSR Layout,98.0 Lac,3 BHK Flat for sale in HSR Layout,1507 sqft
Sarjapur Road,2.10 Cr,3 BHK Residential House - 2440 Sq-ft,2000 sqft
Rajaji Nagar,2.75 Cr,3 BHK Flat for sale in Rajaji Nagar,1920 sqft
Thanisandra,78.0 Lac,3 BHK Flat for sale in Thanisandra,1296 sqft
JP Nagar Phase 6,47.0 Lac,2 BHK 1116 Sq-ft Flat/Apartment for Sale in JP Nagar Phase 6,850 sqft
Uttarahalli,72.8 Lac,3 BHK Flat for sale in Uttarahalli,1400 sqft
Jakkur,1.35 Cr,3 BHK Flat for sale in Jakkur,1520 sqft
K R Puram,60.0 Lac,3 BHK Residential House,1000 sqft
Sarjapur-Attibele Road,39.0 Lac,2 BHK Flat for sale in Sarjapur-Attibele Road,900 sqft
Kalkere,98.0 Lac,3 BHK Residential House - 1950 Sq-ft,1700 sqft
Lingarajapuram,45.0 Lac,2 BHK 800 Sq-ft Flat/Apartment for Sale in Lingarajapuram,700 sqft
Amarjyothi Layout -Hebbal,43.0 Lac,2 BHK Builder Floor,1000 sqft
Anand Nagar,1.70 Cr,4 BHK Residential House,2000 sqft
Canara Bank Colony-Uttarahalli,51.0 Lac,2 BHK Flat for sale in Canara Bank Colony-Uttarahalli,743 sqft
C V Raman Nagar,95.0 Lac,3 BHK Flat for sale in C V Raman Nagar,1192 sqft
Chandra Layout Extension,1.40 Cr,5 BHK Residential House,2400 sqft
Manyata Tech Park,75.0 Lac,3 BHK Flat for sale in Manyata Tech Park,1328 sqft
Nallurhalli,76.0 Lac,3 BHK Flat for sale in Nallurhalli,1100 sqft
Rajarajeshwari Nagar,52.0 Lac,2 BHK Flat for sale in Rajarajeshwari Nagar,960 sqft
Basava Nagar,60.0 Lac,3 BHK Builder Floor,1450 sqft
Old Madras Road,1.50 Cr,3 BHK Villa,1650 sqft
Jaya Nagar East Block 2,1.55 Cr,3 BHK Flat for sale in Jaya Nagar East Block 2,1341 sqft
Yeshwantpur,70.0 Lac,2 BHK Flat for sale in Yeshwantpur,950 sqft
Hennur Main Road,69.0 Lac,2 BHK 1064 Sq-ft Flat/Apartment for Sale in Hennur Main Road,1064 sqft
Ananth Nagar,22.0 Lac,2 BHK Flat for sale in Ananth Nagar,1000 sqft
Kannur,1.25 Cr,6 BHK Villa,3000 sqft
Hoskote,21.6 Lac,Residential Plot,1200 sqft
Marathahalli,47.0 Lac,2 BHK Flat for sale in Marathahalli,900 sqft
Doddanakundi,95.0 Lac,2 BHK Flat for sale in Doddanakundi,1285 sqft
HRBR layout Block 2,75.0 Lac,2 BHK Builder Floor,1050 sqft
AnjanaPura,46.8 Lac,Residential Plot,1200 sqft
Ramamurthy Nagar,60.0 Lac,Residential Plot,1200 sqft
Dodsworth Layout,37.5 Lac,2 BHK Flat for sale in Dodsworth Layout,950 sqft
Ullalu,98.4 Lac,Residential Plot,1200 sqft
Kothnoor Dinne,60.0 Lac,2 BHK Villa,750 sqft
C V Raman Nagar,48.0 Lac,2 BHK 1032 Sq-ft Flat/Apartment for Sale in C V Raman Nagar,950 sqft
Kengeri,45.0 Lac,Residential Plot,1500 sqft
Sarjapur Road,1.32 Cr,3 BHK Flat/Apartment for Sale in Sarjapur Road,1661 sqft
Unknown,99.0 Lac,3 BHK Residential House,1120 sqft
Yelahanka,40.0 Lac,2 BHK Builder Floor,904 sqft
Kaggalipura,81.0 Lac,3 BHK Flat for sale in Kaggalipura,1630 sqft
Mysore Road,21.6 Lac,Residential Plot,1200 sqft
Whitefield,13.0 Lac,Residential Plot,1200 sqft
Surya Nagar Phase 3,29.0 Lac,Residential Plot,1500 sqft
Rustam Bagh Layout,75.0 Lac,3 BHK Builder Floor,1219 sqft
Thirumenahalli,64.0 Lac,Residential Plot,1280 sqft
Kasturi Nagar,1.50 Cr,5 BHK Residential House,2500 sqft
Horamavu Agara,67.0 Lac,3 BHK Flat for sale in Horamavu Agara,1397 sqft
Electronic City,54.0 Lac,3 BHK Flat for sale in Electronic City,1060 sqft
Boyalahalli,65.0 Lac,4 BHK Residential House,1780 sqft
Unknown,95.0 Lac,5 BHK Residential House,2200 sqft
Anekal,25.5 Lac,2 BHK Flat for sale in Anekal,609 sqft
Yelahanka Dodda Ballapur Road,31.0 Lac,2 BHK Flat for sale in Yelahanka Dodda Ballapur Road,845 sqft
Electronic City,85.0 Lac,3 BHK Villa,1558 sqft
NRI Layout,84.0 Lac,Residential Plot,1680 sqft
Devanahalli,52.5 Lac,Residential Plot,1500 sqft
Bellandur,47.0 Lac,2 BHK Flat for sale in Bellandur,1056 sqft
Kaggalipura,43.5 Lac,2 BHK Flat for sale in Kaggalipura,950 sqft
Rajarajeshwari Nagar,79.5 Lac,Residential Plot,1200 sqft
Sarjapur Road,1.11 Cr,4 BHK Villa,2600 sqft
Begur Road,1.41 Cr,Residential Plot,2400 sqft
Whitefield,95.0 Lac,2 BHK Flat for sale in Whitefield,1346 sqft
Whitefield,46.0 Lac,2 BHK 1163 Sq-ft Flat/Apartment for Sale in VIJAY NAGAR ROAD,1163 sqft
Jakkur,1.85 Cr,3 BHK Residential House,3600 sqft
NR Colony,90.0 Lac,2 BHK 1220 Sq-ft Flat/Apartment for Sale in NR Colony,1220 sqft
Jaya Nagar Block 7,1.20 Cr,2 BHK 1328 Sq-ft Flat/Apartment for Sale in Jaya Nagar Block 7,983 sqft
Kumbalagodu,8.5 Lac,Residential Plot,1200 sqft
Sarjapur Road,43.0 Lac,3 BHK Flat for sale in Sarjapur Road,909 sqft
Unknown,1.15 Cr,7 BHK Residential House,2400 sqft
Nagasandra,95.0 Lac,3 BHK Flat for sale in Nagasandra,1470 sqft
JP Nagar Phase 5,1.80 Cr,3 BHK Residential House,1200 sqft
Hosa Road,1.20 Cr,3 BHK Flat for sale in Hosa Road,1514 sqft
Nagarbhavi,66.3 Lac,Residential Plot,1020 sqft
Horamavu,41.0 Lac,Residential Plot,2280 sqft
Hosur,25.5 Lac,2 BHK Residential House,700 sqft
Gottigere,1.05 Cr,5 BHK Residential House,3000 sqft
Yelahanka New Town,42.0 Lac,2 BHK Flat for sale in Yelahanka New Town,880 sqft
Jaya Nagar Block 9,3.44 Cr,3 BHK Flat for sale in Jaya Nagar Block 9,2100 sqft
JP Nagar 9th Phase,1.05 Cr,4 BHK Residential House,2500 sqft
Malleshpalya,75.0 Lac,3 BHK Builder Floor,1425 sqft
Hennur Bagalur Road,40.0 Lac,Residential Plot,1200 sqft
Electronic City,44.0 Lac,3 BHK Flat for sale in Electronic City,1150 sqft
Bidadi,35.0 Lac,Residential Plot,1500 sqft
Banashankari,2.80 Cr,4 BHK Flat for sale in Banashankari,2825 sqft
Anekal,40.8 Lac,Residential Plot,2400 sqft
Koramangala,2.47 Cr,3 BHK Flat for sale in Tavarakere Main Road,1395 sqft
Electronic City,60.0 Lac,3 BHK Flat for sale in Electronic City,2000 sqft
Gubbalala,90.0 Lac,3 BHK Flat for sale in Gubbalala,1440 sqft
Whitefield,3.35 Cr,3 BHK Villa,2440 sqft
Hosur Road,80.0 Lac,Residential Plot,2424 sqft
Thanisandra,63.0 Lac,3 BHK Flat for sale in Thanisandra,1000 sqft
Hoodi Circle,1.23 Cr,3 BHK 1970 Sq-ft Flat/Apartment for Sale in Hoodi Circle,1340 sqft
Doddaballapur Road,81.0 Lac,2 BHK Flat for sale in Doddaballapur Road,1362 sqft
Marathahalli,1.50 Cr,3 BHK Flat for sale in Marathahalli,2200 sqft
K R Puram,95.0 Lac,3 BHK Residential House - 1500 Sq-ft,1500 sqft
AnjanaPura,1.03 Cr,Residential Plot,2400 sqft
Kengeri,31.0 Lac,Residential Plot,600 sqft
Kadugodi,2.52 Cr,Residential Plot,4000 sqft
Begur Road,70.0 Lac,3 BHK Flat for sale in Yelenahalli,1140 sqft
Sector 3 HSR Layout ,1.69 Cr,8 BHK Residential House,2400 sqft
Yelahanka,1.69 Cr,4 BHK Flat for sale in Yelahanka,2650 sqft
JP Nagar Phase 8,48.0 Lac,2 BHK Flat for sale in JP Nagar Phase 8,917 sqft
Rajanukunte,56.0 Lac,Residential Plot,2787 sqft
Electronic City,47.0 Lac,3 BHK Flat for sale in Electronic City,1160 sqft
Kengeri,22.0 Lac,Residential Plot,600 sqft
AnjanaPura,1.68 Cr,Residential Plot,2400 sqft
Whitefield,86.0 Lac,2 BHK Flat for sale in Whitefield,1216 sqft
Old Madras Road,99.0 Lac,Residential Plot,3000 sqft
K R Puram,48.0 Lac,Residential Plot,1200 sqft
Sarjapur,50.0 Lac,3 BHK Villa,1350 sqft
Judicial Layout,1.60 Cr,4 BHK Residential House,1500 sqft
Electronic City,58.0 Lac,3 BHK Flat for sale in Electronic City,1221 sqft
Bannerghatta Road,96.0 Lac,3 BHK Flat for sale in Bannerghatta Main Road,1890 sqft
Manyata Tech Park,1.96 Cr,Residential Plot,2800 sqyrd
Thambuchetty Palya,69.0 Lac,3 BHK Residential House,1200 sqft
BDA Colony,2.20 Cr,Residential Plot,1200 sqft
Hegde Nagar,86.4 Lac,Residential Plot,1490 sqft
Akshayanagar,1.15 Cr,3 BHK Flat for sale in Akshayanagar,1620 sqft
Dodda Bomma Sandra,98.0 Lac,4 BHK Residential House,2100 sqft
Kaikondrahalli,90.0 Lac,3 BHK Flat for sale in Kaikondrahalli,1380 sqft
Magadi Road,70.0 Lac,Residential Plot,1500 sqft
Seegehalli-K R Puram,67.5 Lac,Residential Plot,1500 sqft
Hoysala nagar,54.0 Lac,3 BHK 1530 Sq-ft Flat for Sale in Hoysala nagar,1430 sqft
Nobo Nagar,1.55 Cr,3 BHK 1804 Sq-ft Flat for Sale in Nobo Nagar,1500 sqft
Hebbal,1.05 Cr,3 BHK 1564 Sq-ft Flat/Apartment for Sale in Hebbal,1350 sqft
Anand Nagar- Hebbal,1.24 Cr,5 BHK Residential House,2250 sqft
Kundalahalli Colony,65.0 Lac,2 BHK 1075 Sq-ft Flat/Apartment for Sale in Kundalahalli Colony,814 sqft
kathreguppe,90.0 Lac,5 BHK Residential House,800 sqft
Rajajinagar Stage 2,2.95 Cr,3 BHK 2023 Sq-ft Flat/Apartment for Sale in Rajajinagar Stage 2,1600 sqft
Binnypete,1.15 Cr,2 BHK Flat for sale in Binnypete,900 sqft
Kanaka Nagar-NRI Layout,1.25 Cr,4 BHK Residential House,1800 sqft
Malleshpalya,45.0 Lac,2 BHK 1280 Sq-ft Flat/Apartment for Sale in Malleshpalya,1140 sqft
Raghavendra nagar-Kalkere,78.0 Lac,3 BHK Residential House - 1260 Sq-ft,1100 sqft
Electronics City Phase 1,30.0 Lac,2 BHK 1000 Sq-ft Flat,1000 sqft
Bellary Road,68.0 Lac,2 BHK 1175 Sq-ft Flat,792 sqft
Marathahalli,3.40 Cr,3 BHK Villa,3168 sqft
HBR Layout,90.0 Lac,3 BHK Flat for sale in 5th Block,1550 sqft
ECC Road,2.90 Cr,4 BHK Villa,1380 sqft
OMBR Layout,48.2 Lac,2 BHK 965 Sq-ft Flat/Apartment for Sale in OMBR Layout,850 sqft
Sultan Palya,2.0 Cr,6 BHK Residential House,2800 sqft
Doddanakundi,1.35 Cr,4 BHK Flat for sale in Doddanakundi,2064 sqft
Sarjapur,77.0 Lac,3 BHK Flat for sale in Sarjapur,1766 sqft
Nagarbhavi Stage 2,1.60 Cr,4 BHK Residential House,1200 sqft
Hennur Main Road,49.0 Lac,2 BHK Builder Floor,950 sqft
Indira Nagar,90.0 Lac,2 BHK 1140 Sq-ft Flat/Apartment for Sale in Indira Nagar,1140 sqft
Jaya Nagar Block 4,3.90 Cr,3 BHK 2160 Sq-ft Flat/Apartment for Sale in Jaya Nagar Block 4,1800 sqft
Vidyaranyapura,30.0 Lac,Residential Plot,1200 sqft
Kumbalagodu,35.8 Lac,Residential Plot,1200 sqft
Lingarajapuram,1.60 Cr,5 BHK Residential House,2300 sqft
Sarjapur Road,3.60 Cr,4 BHK Flat for sale in Sarjapur Road,3290 sqft
Bannerghatta Road,21.0 Lac,Residential Plot,1200 sqyrd
Nanjappa Garden,57.0 Lac,3 BHK 1200 Sq-ft Flat/Apartment for Sale in Nanjappa Garden,1000 sqft
Vidyaranyapura,1.95 Cr,3 BHK Villa,1900 sqft
K R Puram,43.0 Lac,2 BHK Residential House,800 sqft
maithri Layout,39.0 Lac,2 BHK Flat for sale in maithri Layout,850 sqft
Uttarahalli,84.0 Lac,3 BHK Flat for sale in Uttarahalli,1093 sqft
Akshayanagar,3.50 Cr,6 BHK Residential House,5000 sqft
SR Layout,75.0 Lac,2 BHK Builder Floor,820 sqft
Marathahalli,3.75 Cr,Residential Plot,4000 sqft
HMT Estate,1.30 Cr,3 BHK Flat for sale in HMT Estate,1887 sqft
Hosa Road,57.0 Lac,Residential Plot,1500 sqft
Ayappa nagar -KR Puram,1.46 Cr,Residential Plot,2659 sqft
Richards Town,70.0 Lac,2 BHK 1010 Sq-ft Flat/Apartment for Sale in Richards Town,1010 sqft
Singanayakanahalli,17.4 Lac,Residential Plot,1200 sqft
Srinivasa Nagar-Banashankari,1.49 Cr,Residential Plot,1496 sqft
Whitefield,1.05 Cr,3 BHK Flat for sale in Whitefield,1536 sqft
AECS Layout,44.0 Lac,3 BHK Builder Floor,1150 sqft
RMV Extension Stage 2,3.50 Cr,5 BHK Residential House,1400 sqft
Kasavanahalli,85.0 Lac,3 BHK Flat for sale in Kasavanahalli,1609 sqft
Vidyamanya Nagar,59.5 Lac,Residential Plot,1700 sqft
Basaveshvara Nagar,4.20 Cr,6 BHK Residential House,4000 sqft
K R Puram,29.7 Lac,2 BHK Flat for sale in K R Puram,665 sqft
Rajarajeshwari Nagar,1.25 Cr,3 BHK Residential House,1500 sqft
maruthi Nagar-Yelahanka,54.0 Lac,Residential Plot,1200 sqft
Gunjur,58.0 Lac,2 BHK 1100 Sq-ft Flat/Apartment for Sale in Gunjur,875 sqft
Kadugodi,35.0 Lac,2 BHK Flat for sale in Kadugodi,971 sqft
AECS Layout,60.0 Lac,2 BHK Flat for sale in AECS Layout,1020 sqft
Battarahalli,62.5 Lac,Residential Plot,1600 sqft
Unknown,1.75 Cr,Residential Plot,2920 sqft
BTM Layout Stage 2,70.0 Lac,2 BHK Flat for sale in BTM Layout Stage 2,2000 sqft
Electronic City Phase 2,66.0 Lac,Residential Plot,2460 sqft
Lal Bagh Road,1.80 Cr,3 BHK Residential House,3000 sqft
HSR Layout,1.45 Cr,3 BHK Flat for sale in HSR Layout,1750 sqft
Horamavu,78.0 Lac,2 BHK Flat for sale in Horamavu,1208 sqft
Varthur,95.0 Lac,3 BHK Builder Floor,2132 sqft
Bannerghatta Road,1.75 Cr,3 BHK Residential House,2000 sqft
BTM Layout Stage 4,1.40 Cr,6 BHK Residential House,1800 sqft
Electronics City Phase 1,85.0 Lac,2 BHK Flat for sale in Electronics City Phase 1,1314 sqft
BSK Stage 3 Block 3,2.94 Cr,Residential Plot,2100 sqft
Manyata Residency,2.75 Cr,Residential Plot,2700 sqft
Devanahalli,32.0 Lac,Residential Plot,1200 sqyrd
Electronic City,65.0 Lac,3 BHK Flat for sale in Electronic City,1508 sqft
Yelahanka,80.0 Lac,3 BHK Flat for sale in Yelahanka,1256 sqft
Bannerghatta Road,87.0 Lac,3 BHK Builder Floor,1666 sqft
Mahalakshmipuram Layout,2.75 Cr,3 BHK Flat for sale in Mahalakshmipuram Layout,2875 sqft
Hoodi Circle,76.0 Lac,3 BHK Flat for sale in Hoodi Circle,1490 sqft
JP Nagar Phase 7,1.40 Cr,3 BHK Flat for sale in JP Nagar Phase 7,1600 sqft
Deepanjali Nagar,78.0 Lac,Residential Plot,1200 sqft
Kariobanahalli,98.0 Lac,2 BHK Residential House,1100 sqft
Nandini Layout,1.55 Cr,Residential Plot,1169 sqft
Sarjapur Road,50.0 Lac,2 BHK Villa,1200 sqft
Kasavanahalli,1.47 Cr,3 BHK 2550 Sq-ft Flat,2460 sqft
JP Nagar,71.0 Lac,2 BHK 1210 Sq-ft Flat/Apartment for Sale in JP Nagar,1210 sqft
Jalahalli,45.0 Lac,2 BHK Flat for sale in Jalahalli,950 sqft
Kothanur,1.0 Cr,3 BHK 1505 Sq-ft Flat/Apartment for Sale in Kothanur,1305 sqft
JP Nagar Phase 8,50.0 Lac,3 BHK Builder Floor,1160 sqft
Pillanna Garden,1.40 Cr,7 BHK Residential House,3600 sqft
Puttenahalli,66.9 Lac,3 BHK 1275 Sq-ft Flat/Apartment for Sale in Puttenahalli,1100 sqft
Jalahalli,1.0 Cr,4 BHK 1575 Sq-ft Flat/Apartment for Sale in Jalahalli,1300 sqft
Sarjapur Road,70.0 Lac,3 BHK Flat for sale in Sarjapur Road,1300 sqft
JP Nagar,1.10 Cr,3 BHK Flat for sale in JP Nagar,1480 sqft
Horamavu,1.15 Cr,3 BHK Residential House,1800 sqft
Bellandur,2.20 Cr,3 BHK 2573 Sq-ft Flat/Apartment for Sale in Bellandur,2000 sqft
Kaval Byrasandra,55.0 Lac,2 BHK Builder Floor,1100 sqft
Mathikere,85.0 Lac,3 BHK Residential House,900 sqft
Indira Nagar,65.0 Lac,2 BHK 795 Sq-ft Flat/Apartment for Sale in Indira Nagar,650 sqft
Vijaya bank Colony-Banaswadi,1.29 Cr,3 BHK Flat for sale in Vijaya bank Colony-Banaswadi,1985 sqft
Thanisandra Main Road,1.60 Cr,9 BHK Residential House,50 sqft
Deepanjali Nagar,60.0 Lac,2 BHK 1150 Sq-ft Flat/Apartment for Sale in Deepanjali Nagar,1000 sqft
Thanisandra Main Road,85.0 Lac,4 BHK Residential House,2200 sqft
Chandapura,40.0 Lac,2 BHK Residential House - 1200 Sq-ft,1164 sqft
Wind Tunnel Road,73.0 Lac,3 BHK Builder Floor,1150 sqft
Vyalikaval,2.10 Cr,3 BHK 1800 Sq-ft Flat/Apartment for Sale in Vyalikaval,1700 sqft
Bagalur Main Road,80.0 Lac,Residential Plot,1500 sqyrd
Bannerghatta Road,2.50 Cr,3 BHK Villa,3000 sqft
Panathur,80.0 Lac,2 BHK Flat for sale in Panathur,1000 sqft
Banashankari,1.05 Cr,3 BHK Flat for sale in Banashankari,1500 sqft
Malleshwaram,85.0 Lac,2 BHK 1050 Sq-ft Flat/Apartment for Sale in Malleshwaram,1025 sqft
Electronics City Phase 1,33.5 Lac,2 BHK Flat for sale in Electronics City Phase 1,770 sqft
Bilekahalli,95.0 Lac,3 BHK Builder Floor,1450 sqft
Majestic,1.05 Cr,2 BHK Flat for sale in Majestic,1449 sqft
Jalahalli West,62.0 Lac,3 BHK Flat for sale in Jalahalli West,1150 sqft
JP Nagar Phase 7,65.0 Lac,2 BHK Builder Floor,950 sqft
Yelahanka New Town,1.40 Cr,5 BHK Residential House,2400 sqft
K R Puram,7.0 Cr,4 BHK Villa,2400 sqft
Marathahalli-Sarjapur Outer Ring Road,88.0 Lac,2 BHK Flat for sale in Marathahalli-Sarjapur Outer Ring Road,1252 sqft
Sarjapur Road,55.5 Lac,Residential Plot,1920 sqft
Doopanahalli,87.0 Lac,2 BHK 1185 Sq-ft Flat/Apartment for Sale in Doopanahalli,980 sqft
Mathikere,1.10 Cr,3 BHK 1560 Sq-ft Flat/Apartment for Sale in Mathikere,1200 sqft
Vyalikaval,1.35 Cr,5 BHK Residential House,2000 sqft
